STABR,LIBID,LIBNAME,CNTY,BKMOB,MASTER,LIBRARIA,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,OCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,DB_LO_OT,DB_ST,DATABASE,SUBSCRIP,HRS_OPEN,VISITS,REGBOR,TOTCIR,ELMATCIR,GPTERMS,PITUSR,YR_SUB,OBEREG,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LAT,LON
AR,AR026-003,ASHLEY COUNTY LIBRARY,ASHLEY,0,1,2,$583096.00,$63170.00,$0.00,0,$646266.00,$359029.00,$58130.00,$14000.00,$4711.00,$76841.00,148519,$584389.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,101838,715,1,52,53,48,4805,72398,15850,74151,-1,46,20171,2014,5,5,3,29500,21252,33.2257896,-91.7966218
AR,AR027-002,W.A. BILLINGSLEY/JACKSON COUNTY LIBRARY,JACKSON,0,1,1,$187175.00,$53979.00,$0.00,15425,$256579.00,$159730.00,$23996.00,$4875.00,$1198.00,$30069.00,51995,$241794.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,46632,48000,5,52,57,58,1780,17390,13284,30561,-1,16,8620,2014,5,5,67,49580,17664,35.6052915,-91.282625
AR,AR028-002,TEXARKANA PUBLIC LIBRARY,BOWIE,0,4,4,$296899.00,$78927.00,$0.00,514094,$889920.00,$564962.00,$73843.00,$20319.00,$15813.00,$109975.00,207425,$882362.00,$0.00,$0.00,$0.00,$0.00,$0.00,$324532.00,86116,110,59,52,111,59,3255,189678,38150,177854,-1,23,37432,2014,5,5,91,68810,43380,33.4248729,-94.0380705
AR,AR030-002,CONWAY COUNTY LIBRARY,CONWAY,0,2,4,$424454.00,$52822.00,$0.00,7763,$485039.00,$238549.00,$22314.00,$501.00,$18068.00,$40883.00,37305,$316737.00,$47973.00,$0.00,$0.00,$0.00,$47973.00,$47973.00,28678,2024,2,52,54,29,2184,54000,18000,44596,-1,7,3667,2014,5,5,29,46970,21176,35.1513115,-92.7453401
AR,AR031-002,LAWRENCE COUNTY LIBRARY,LAWRENCE,0,1,1,$326481.00,$46170.00,$0.00,21709,$394360.00,$199292.00,$66284.00,$2480.00,$19684.00,$88448.00,106902,$394642.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,56278,0,4,52,56,84,5227,62600,9416,94271,-1,29,16640,2014,5,5,75,72890,17061,36.0689372,-90.955328
AR,AR037-002,FORREST CITY PUBLIC LIBRARY,ST. FRANCIS,0,0,1,$158943.00,$25030.00,$0.00,11930,$195903.00,$138635.00,$12560.00,$0.00,$7224.00,$19784.00,34650,$193069.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,19514,0,0,52,52,30,2252,21252,3845,25829,-1,8,8002,2014,5,5,123,24430,27302,35.0066591,-90.7841304
AR,AR038-002,BENTONVILLE PUBLIC LIBRARY,BENTON,0,3,4,$39209.00,$1057.00,$259.00,88829,$129354.00,$708028.00,$129170.00,$47064.00,$20823.00,$197057.00,212042,$1117127.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,100844,10500,16,52,68,205,3120,296031,27190,394687,-1,32,34893,2014,5,5,7,5320,237301,36.367584,-94.208936
AR,AR0039-004,BAXTER COUNTY LIBRARY,BAXTER,0,2,3,$648100.00,$85553.00,$0.00,332139,$1065792.00,$683251.00,$91631.00,$23349.00,$12494.00,$127474.00,243362,$1054087.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,83556,14459,11,52,63,188,3842,210682,44000,565142,-1,40,37570,2014,5,5,5,47390,40996,36.332767,-92.3796
AR,AR018-001,MISSISSIPPI/CRITTENDEN REGIONAL LIBRARY,MISSISSIPPI,0,2,6,$1099174.00,$150103.00,$0.00,7763,$1257040.00,$740324.00,$182924.00,$47226.00,$3500.00,$233650.00,197490,$1171464.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,123999,2371,0,52,52,223,18486,122038,25224,58414,-1,75,73798,2014,5,5,93,7330,44734,35.9285187,-89.9080509
AR,AR022-002,LONOKE/PRAIRIE COUNTY REGIONAL LIBRARY,LONOKE,0,1,9,$1347329.00,$168318.00,$0.00,0,$1515647.00,$908881.00,$184207.00,$19545.00,$19550.00,$223302.00,223302,$1355485.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,196581,2371,0,52,52,79,16692,144106,34299,430265,-1,54,32185,2014,5,5,85,41420,70834,34.7852651,-91.8989805
AR,AR0042,ARKANSAS COUNTY LIBRARY,ARKANSAS,0,2,2,$434855.00,$48918.00,$0.00,0,$483773.00,$307415.00,$32703.00,$673.00,$3975.00,$37351.00,99774,$444540.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,161961,0,0,52,52,90,5486,60521,18988,33660,-1,17,31475,2014,5,5,1,67490,18820,34.4830561,-91.5583768
AR,AR0043-002,TRUMANN PUBLIC LIBRARY,POINSETT,0,0,1,$50150.00,$0.00,$0.00,0,$50150.00,,$6000.00,$0.00,$2500.00,$8500.00,,$33946.00,$32150.00,$0.00,$0.00,$0.00,$32150.00,$32150.00,12500,0,0,52,52,8,1560,9765,5223,7593,-1,3,3326,2014,5,5,111,70010,24222,35.6713293,-90.5228907
AR,AR0044-002,BELLA VISTA PUBLIC LIBRARY,BENTON,0,0,1,$103782.00,$0.00,$0.00,148653,$252435.00,,$37546.00,$399.00,$4673.00,$42618.00,,$206980.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9996.00,43721,0,0,52,52,68,2808,68858,4513,83036,-1,6,3547,2014,5,5,7,4840,237301,36.4750415,-94.2414138
AR,AR0046-003,SALINE COUNTY LIBRARY,SALINE,0,5,9,$2538786.00,$197092.00,$0.00,107763,$2843641.00,$1630264.00,$185138.00,$173468.00,$83517.00,$442123.00,430785,$2503172.00,$0.00,$0.00,$0.00,$0.00,$0.00,$87373.00,155279,4903,56,52,108,138,5798,298875,76583,509264,-1,80,38683,2014,5,5,125,5290,114185,34.5817344,-92.5702876
AR,AR0047-001,ROGERS PUBLIC LIBRARY,BENTON,0,9,11.6,$1793274.00,$111939.00,$0.00,172926,$2078139.00,$1298823.00,$150530.00,$79551.00,$50194.00,$280275.00,383373,$1962471.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,145222,10237,29,52,81,185,3420,234480,32144,475698,-1,67,35965,2014,5,5,7,60410,237301,36.328112,-94.143774
AR,AR0048-001,CRAWFORD COUNTY LIBRARY SYSTEM,CRAWFORD,0,1,6,$1084870.00,$119365.00,$0.00,15923,$1220158.00,$627058.00,$93537.00,$13746.00,$58515.00,$165798.00,137765,$930621.00,$0.00,$119365.00,$0.00,$0.00,$119365.00,$119365.00,145802,11189,7,52,59,51,15136,369061,30977,275589,-1,54,42047,2014,5,5,33,71480,61658,35.4366189,-94.3444915
AR,AR0049-001,CARROLL AND MADISON LIBRARY SYSTEM,CARROLL,0,4,4,$980437.00,$112702.00,$0.00,51620,$1144759.00,$627939.00,$157887.00,$11960.00,$66756.00,$236603.00,401378,$1265920.00,$0.00,$0.00,$0.00,$112702.00,$112702.00,$0.00,115973,14053,3,52,55,265,15782,204104,23689,335125,-1,37,50360,2014,5,5,15,5560,27760,36.3668524,-93.5696581
AR,AR0050-001,BOONE COUNTY LIBRARY,BOONE,0,1,1,$483847.00,$78727.00,$0.00,59717,$622291.00,$339712.00,$68617.00,$5249.00,$7500.00,$81366.00,141377,$562455.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,89360,11373,11,52,63,82,2658,147445,21290,199619,-1,25,34825,2014,5,5,9,30460,37389,36.229815,-93.1089222
AR,AR0051-001,NEWTON COUNTY,NEWTON,0,1,1,$78634.00,$31433.00,$0.00,9669,$119736.00,$80522.00,$11324.00,$0.00,$1344.00,$12668.00,29911,$123101.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,18099,0,0,52,52,11,2208,22580,3805,29370,-1,4,3709,2014,5,5,101,34900,8068,36.008644,-93.1876179
AR,AR0028,CLARK COUNTY LIBRARY,CLARK,0,0,1,$275600.00,$0.00,$0.00,2550,$278150.00,$195500.00,$39400.00,$7200.00,$3400.00,$50000.00,151725,$397225.00,$0.00,$0.00,$0.00,$0.00,$0.00,$58842.00,86771,178,0,52,52,275,3120,23900,11423,42867,-1,6,10000,2014,5,5,19,1870,22697,34.120952,-93.05422
AR,AR0061-001,LAFAYETTE COUNTY LIBRARY,LAFAYETTE,0,0,2,$82504.00,$8675.00,$0.00,0,$91179.00,$66244.00,$17438.00,$0.00,$0.00,$17438.00,29487,$113169.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3210.00,17717,15560,0,52,52,67,3224,9807,490,16169,-1,12,9379,2014,5,5,73,39640,7245,33.357223,-93.575563
AR,AR0062,OUACHITA MOUNTAINS REGIONAL LIBRARY,MONTGOMERY,0,1,2,$117740.00,$55428.00,$0.00,12306,$185474.00,$137305.00,$8995.00,$2590.00,$866.00,$12451.00,23342,$173098.00,$0.00,$0.00,$0.00,$0.00,$0.00,$56118.00,48777,0,1,52,53,24,4335,33644,13168,57749,-1,13,11936,2014,5,5,97,47690,9216,34.5562952,-93.631846
AR,AR0063,PUBLIC LIBRARY OF CAMDEN & OUACHITA COUNTY,OUACHITA,0,0,1,$137708.00,$40972.00,$0.00,26430,$205110.00,$131189.00,$15000.00,$0.00,$2500.00,$17500.00,44880,$193569.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10958,0,0,52,52,31,3398,15707,17150,23802,-1,10,7944,2014,5,5,103,10720,25013,33.582323,-92.846862
AR,AR0064,CALHOUN COUNTY LIBRARY,CALHOUN,0,0.27,1.45,$130739.00,$9290.00,$0.00,8153,$148182.00,$81566.00,$12395.00,$1655.00,$2894.00,$16944.00,33016,$131526.00,$0.00,$0.00,$0.00,$0.00,$0.00,$21804.00,18184,61,0,52,52,25,4115,21506,3708,27776,-1,9,6495,2014,5,5,13,29650,5219,33.537781,-92.471776
AR,AR0066,FAYETTEVILLE PUBLIC LIBRARY,WASHINGTON,0,9,9,$3955776.00,$138892.00,$49658.00,251613,$4395939.00,$2368312.00,$290521.00,$119823.00,$88861.00,$499205.00,1354892,$4222409.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,242681,15290,32,52,84,336,3214,575636,69451,1321329,-1,99,89314,2014,5,5,143,23290,216753,36.061997,-94.164984
AR,AR0065,PEA RIDGE COMMUNITY LIBRARY,BENTON,0,0.11,0.92,$47551.00,$1935.00,$0.00,3123,$52609.00,,$5489.00,$409.00,$1222.00,$7120.00,,$50206.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9337.00,13130,0,0,52,52,9,1677,9851,2275,13030,-1,8,3476,2014,5,5,7,54200,237301,36.45385,-94.114902
AR,AR0067-01,GRAVETTE PUBLIC LIBRARY,BENTON,0,0,1,$93495.00,$0.00,$0.00,0,$93495.00,,$682.00,$920.00,$0.00,$1602.00,,$70896.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,13277,58,0,52,52,82,1920,12110,1774,8866,-1,17,4018,2014,5,5,7,28360,237301,36.4194607,-94.4497317
AR,AR0069,JIM G. FERGUSON SEARCY COUNTY LIBRARY,SEARCY,0,0,1,$265000.00,$0.00,$0.00,0,$265000.00,$182660.00,$17000.00,$1000.00,$500.00,$18500.00,64322,$265482.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,41105,1,4,52,56,26,2184,15979,4761,41214,-1,12,5031,2014,5,5,129,44300,7990,35.9089019,-92.629333
AR,AR0071,"FAIRFIELD BAY LIBRARY, INCORPORATED",VAN BUREN,0,0,1,$5000.00,$0.00,$0.00,83665,$88665.00,,$13481.00,$0.00,$455.00,$13936.00,,$124285.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,14799,0,0,52,52,23,1300,15600,1810,13576,-1,11,4926,2014,5,5,141,22660,16965,35.6145269,-92.2613931
AR,AR0081,HEMPSTEAD COUNTY LIBRARY,HEMPSTEAD,0,1,1,$457466.00,$54806.00,$0.00,0,$512272.00,$136018.00,$23268.00,$7880.00,$2500.00,$33648.00,30800,$200466.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,44677,396,0,52,52,28,1975,24500,11521,28209,-1,4,5160,2014,5,5,57,33190,22398,33.6649861,-93.5921234
AR,AR0072,GENTRY PUBLIC LIBRARY,BENTON,0,0,1,$160632.00,$0.00,$0.00,4600,$165232.00,,$2746.00,$6747.00,$1844.00,$11337.00,,$125414.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,16715,254,2,52,54,0,2360,21216,2675,30086,-1,16,6341,2014,5,5,7,26290,237301,36.267561,-94.484606
AR,AR0078,IVA JANE PEEK LIBRARY HQ,BENTON,0,0,1,$30000.00,$0.00,$0.00,3781,$33781.00,,$3000.00,$42.00,$0.00,$3042.00,,$27176.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,8741,0,0,52,52,4,1040,3401,1182,1894,-1,13,2887,2014,5,5,7,17740,237301,36.335956,-94.460698
AR,AR0084,SILOAM SPRINGS PUBLIC LIBRARY HQ,BENTON,0,1,1,$267336.00,$0.00,$0.00,0,$267336.00,,$19440.00,$3000.00,$12044.00,$34484.00,,$234412.00,$30966.00,$0.00,$0.00,$0.00,$30966.00,$30966.00,43383,9701,0,52,52,23,2987,96263,11867,102520,-1,11,16230,2014,5,5,7,64370,237301,36.186308,-94.545135
CO,CO9019-001,AGUILAR PUBLIC LIBRARY,LAS ANIMAS,0,0,0.3,$6000.00,$0.00,$0.00,0,$6000.00,,$2094.00,$0.00,$0.00,$2094.00,,$7167.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,2794,0,0,0,0,0,576,1500,470,350,0,9,1027,2014,7,8,71,760,14444,37.4011949,-104.6570336
AR,AR0080,SULPHUR SPRINGS PUBLIC LIBRARY HQ,BENTON,0,0,0,$40340.00,$1905.00,$0.00,3076,$45321.00,,$4729.00,$353.00,$1053.00,$6135.00,,$43252.00,$0.00,$0.00,$0.00,$0.00,$0.00,$8044.00,11311,0,0,52,52,8,1677,8486,1960,11225,-1,7,2994,2014,5,5,7,67760,237301,36.477913,-94.461037
AZ,AE-MIAMI,MIAMI MEMORIAL LIBRARY,GILA,0,0,1,$79000.00,$0.00,$0.00,25251,$104251.00,,$2500.00,$0.00,$2000.00,$4500.00,,$73514.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,33840,0,4,26,30,5,1700,12375,3750,7429,0,10,5642,2014,6,4,7,46350,53063,33.3965975,-110.8691678
AS,FBPL,FELETI BARSTOW PUBLIC LIBRARY,MA'OPUTASI,0,1,8,$0.00,$365750.00,$108000.00,15000,$488750.00,$311664.00,$25573.00,$20313.00,$7852.00,$53738.00,129056,$494458.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,39890,0,0,2,2,2,2236,59264,20843,25938,-1,20,6687,2014,9,60,10,0,10299,-14.279331,-170.700912
AZ,AE-APACHE,APACHE COUNTY LIBRARY DISTRICT OFFICE,APACHE,0,2,9.2,$1602892.00,$25000.00,$60333.00,30606,$1718831.00,$970997.00,$89668.00,$46047.00,$47876.00,$183591.00,407511,$1562099.00,$587700.00,$0.00,$0.00,$0.00,$587700.00,$9523.00,60907,2289,5,26,31,143,10191,130949,11452,166897,3803,129,52087,2014,6,4,1,62350,71867,34.506576,-109.378196
AZ,AE-COCHISE,COCHISE COUNTY LIBRARY DISTRICT,COCHISE,1,3,3,$1526318.00,$23000.00,$35021.00,2000,$1586339.00,$631972.00,$62922.00,$66832.00,$35321.00,$165075.00,700172,$1497219.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,93380,1089,5,26,31,64,9326,33969,1469,69941,17758,25,9698,2014,6,4,3,6260,129744,31.443278,-109.916922
AZ,AE-CLIFTON,CLIFTON PUBLIC LIBRARY,GREENLEE,0,0,1,$62738.00,$14100.00,$0.00,0,$76838.00,,$8638.00,$3000.00,$2833.00,$14471.00,,$76842.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,15310,544,0,26,26,17,1780,5098,503,3871,1032,6,1447,2014,6,4,11,14380,8944,33.046467,-109.290191
AZ,AE-SAFFORD,SAFFORD CITY-GRAHAM COUNTY LIBRARY,GRAHAM,0,0,1,$517089.00,$133000.00,$48512.00,46492,$745093.00,$442438.00,$21543.00,$12115.00,$4343.00,$38001.00,253930,$734369.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,33842,610,4,26,30,12,1797,104367,11980,96918,793,17,12039,2014,6,4,9,62000,37435,32.8313312,-109.7150276
AZ,AE-PARKER,PARKER PUBLIC LIBRARY,LA PAZ,0,0,0,$175560.00,$4370.00,$12626.00,4778,$197334.00,$130500.00,$5450.00,$0.00,$2260.00,$7710.00,37350,$175560.00,$10000.00,$0.00,$0.00,$0.00,$10000.00,$10000.00,15268,4391,0,26,26,0,1752,60176,10834,39685,697,20,11600,2014,6,4,12,53070,20331,34.1476628,-114.2952978
AZ,AE-MARICOPA,MARICOPA COUNTY LIBRARY DISTRICT OFFICE,MARICOPA,0,64,64,$19995830.00,$25000.00,$74535.00,1634550,$21729915.00,$11130339.00,$2354110.00,$2041743.00,$1177800.00,$5573653.00,6049961,$22753953.00,$0.00,$73564.00,$0.00,$0.00,$73564.00,$251549.00,459960,23171,17,26,43,1012,43472,3089014,145358,8157522,705130,396,523902,2014,6,4,13,55000,4013164,33.478012,-112.073879
AZ,AE-AVONDALE,AVONDALE PUBLIC LIBRARY,MARICOPA,0,4,5,$1412579.00,$0.00,$136704.00,72219,$1621502.00,$804219.00,$65232.00,$92474.00,$31653.00,$189359.00,456900,$1450478.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,80680,3353,14,26,40,86,5048,283160,22669,322798,3901,80,105188,2014,6,4,13,4720,4013164,33.445574,-112.302116
AZ,AE-BUCKEYE,BUCKEYE PUBLIC LIBRARY,MARICOPA,1,1,1,$511882.00,$0.00,$30160.00,22163,$564205.00,$420609.00,$51963.00,$36201.00,$4167.00,$92331.00,82606,$595546.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,32871,4270,2,26,28,33,3086,143085,19474,146294,2471,21,22525,2014,6,4,13,7940,4013164,33.372702,-112.583529
AZ,AE-CHANDLER,CHANDLER PUBLIC LIBRARY,MARICOPA,0,21,24,$6147521.00,$12205.00,$30600.00,234559,$6424885.00,$4747910.00,$443785.00,$231995.00,$94843.00,$770623.00,906352,$6424885.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11007.00,352254,93412,35,26,61,451,12174,1266354,309229,2353040,191245,318,268565,2014,6,4,13,12000,4013164,33.302642,-111.837484
AZ,AE-GLENDALE,GLENDALE PUBLIC LIBRARY,MARICOPA,0,18.75,18.75,$4936245.00,$11645.00,$11979.00,163376,$5123245.00,$3413327.00,$318738.00,$102724.00,$176204.00,$597666.00,365542,$4376535.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,356949,233997,32,26,58,619,5577,694680,102303,1684862,-1,211,236226,2014,6,4,13,27820,4013164,33.5782731,-112.1880515
AZ,AE-MESA,CITY OF MESA MAIN LIBRARY,MARICOPA,0,24.6,25.6,$6106493.00,$22587.00,$23990.00,310754,$6463824.00,$5078106.00,$459870.00,$203599.00,$245174.00,$908643.00,477075,$6463824.00,$145000.00,$0.00,$0.00,$0.00,$145000.00,$66622.00,413749,88970,18,26,44,466,12132,1178137,147983,2941251,220070,147,277348,2014,6,4,13,46000,4013164,33.4172757,-111.8298459
AZ,AE-PHOENIX,PHOENIX PUBLIC LIBRARY,MARICOPA,0,70.7,70.7,$32586439.00,$404327.00,$399006.00,876072,$34265844.00,$21114322.00,$2965704.00,$862751.00,$1563735.00,$5392190.00,7677097,$34183609.00,$500555.00,$0.00,$0.00,$0.00,$500555.00,$82235.00,1637132,141570,41,26,67,2687,40813,4829056,943450,11186056,575634,734,1255638,2014,6,4,13,55000,4013164,33.463235,-112.073724
AZ,AE-SCOTTSDALE,SCOTTSDALE PUBLIC LIBRARY,MARICOPA,0,22.25,26.25,$8595171.00,$167907.00,$28851.00,161663,$8953592.00,$6867129.00,$539829.00,$101070.00,$405122.00,$1046021.00,682021,$8595171.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,396851,90383,22,26,48,578,15805,1371865,174482,3303197,215256,252,390892,2014,6,4,13,65000,4013164,33.492015,-111.921656
AZ,AE-TEMPE,TEMPE PUBLIC LIBRARY,MARICOPA,0,13.5,13.5,$3648758.00,$8322.00,$0.00,0,$3657080.00,$2333899.00,$232102.00,$100455.00,$87443.00,$420000.00,894859,$3648758.00,$0.00,$0.00,$0.00,$0.00,$0.00,$80207.00,257928,37854,10,26,36,193,2912,767787,140708,1014520,75421,142,168873,2014,6,4,13,73000,4013164,33.3902063,-111.9263947
AZ,AE-TOLLESON,TOLLESON PUBLIC LIBRARY,MARICOPA,0,0,1,$379262.00,$0.00,$3960.00,200,$383422.00,$288184.00,$14119.00,$3000.00,$6348.00,$23467.00,10299,$321950.00,$10000.00,$0.00,$0.00,$0.00,$10000.00,$8895.00,16510,28235,24,26,50,45,2458,31321,4415,37768,78,12,14266,2014,6,4,13,74190,4013164,33.45027,-112.266133
AZ,AE-WICKENBURG,WICKENBURG PUBLIC LIBRARY,MARICOPA,0,0.95,0.97,$233045.00,$0.00,$0.00,0,$233045.00,$196888.00,$12740.00,$0.00,$1938.00,$14678.00,36356,$247922.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1284.00,33829,0,8,26,34,38,2122,119780,1495,68761,-1,9,8599,2014,6,4,13,82740,4013164,33.970201,-112.72983
AZ,AE-MOHAVE,MOHAVE COUNTY LIBRARY DISTRICT,MOHAVE,2,5,8,$6034458.00,$25000.00,$39995.00,116620,$6216073.00,$2846609.00,$398909.00,$109058.00,$146440.00,$654407.00,2254133,$5755149.00,$0.00,$0.00,$0.00,$0.00,$0.00,$186161.00,182536,1514,5,26,31,539,17827,759536,87143,827052,15399,239,220961,2014,6,4,15,37620,202855,35.2243675,-114.029158
AZ,AE-WHITERIVER,WHITERIVER PUBLIC LIBRARY,NAVAJO,0,0,0.8,$52800.00,$0.00,$9500.00,4001,$66301.00,$43312.00,$3385.00,$0.00,$500.00,$3885.00,7546,$54743.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,30487,1599,22,26,48,19,2624,32802,3132,14227,-1,28,9550,2014,6,4,17,82530,107346,33.8370339,-109.9639817
AZ,AE-PINAL,PINAL COUNTY LIBRARY DISTRICT,PINAL,0,4,4,$1891970.00,$7070.00,$36880.00,23942,$1959862.00,$632531.00,$83308.00,$197773.00,$32632.00,$313713.00,1013618,$1959862.00,$0.00,$0.00,$0.00,$0.00,$0.00,$118004.00,32977,3959,14,26,40,41,9032,127825,8901,108738,6666,46,28041,2014,6,4,21,23760,390965,33.031373,-111.388195
AZ,AE-PIMA,PIMA COUNTY PUBLIC LIBRARY,PIMA,1,107.5,107.5,$29212825.00,$51768.00,$536001.00,1017451,$30818045.00,$18091608.00,$2860864.00,$1235000.00,$839000.00,$4934864.00,11539856,$34566328.00,$0.00,$0.00,$0.00,$0.00,$0.00,$868349.00,1018191,13757,30,26,56,2832,73288,5777913,405419,5975915,276776,659,1434606,2014,6,,,,,,
